name,address,phone,website,rating,review_count,business_type,latitude,longitude,opening_hours,recent_reviews,place_id
株式会社ビークリエイト 手稲店,日本、〒006-0041 北海道札幌市手稲区金山１条３丁目１４−２２,0078-60453-619033,https://www.goo-net.com/usedcar_shop/0310447/detail.html,5,1,car_dealer,43.1312656,141.202274,"月曜日: 10時00分～20時00分
火曜日: 10時00分～20時00分
水曜日: 10時00分～20時00分
木曜日: 10時00分～20時00分
金曜日: 10時00分～20時00分
土曜日: 10時00分～20時00分
日曜日: 10時00分～20時00分","★5: 1年前にこちらで中古車を購入しました。
社長さんはとても車に詳しく、購入時に参考になります。
購入から納車まで早く、安心して購入できました。
アフターフォローは石狩店にてオイル交換やタイヤ交換でお世話",ChIJ4cEut9cnC18RjYi0k9r4BGE
㈲光進自動車販売,日本、〒006-0836 北海道札幌市手稲区曙６条２丁目４−１３ 光進自動車販売,011-683-0758,https://www.instagram.com/koshin_carsales/,4.6,5,car_dealer,43.137144,141.235776,"月曜日: 10時00分～18時00分
火曜日: 10時00分～18時00分
水曜日: 10時00分～18時00分
木曜日: 10時00分～18時00分
金曜日: 10時00分～18時00分
土曜日: 10時00分～18時00分
日曜日: 10時00分～18時00分","★5: 親切丁寧なお店です。
車検、点検、中古車などクルマの相談にオススメです。
★5: NO 光進自動車,NO LIFE
★5: ",ChIJbdDMVv0mC18R8Ex9khJ22g8
(株)オートプラザ・カイセイ,日本、〒006-0816 北海道札幌市手稲区前田６条５丁目１−１４,0078-60469-170033,https://www.goo-net.com/usedcar_shop/0300064/detail.html,4.6,8,car_dealer,43.1198083,141.2642893,"月曜日: 10時00分～18時30分
火曜日: 10時00分～18時30分
水曜日: 定休日
木曜日: 10時00分～18時30分
金曜日: 10時00分～18時30分
土曜日: 10時00分～18時30分
日曜日: 10時00分～18時30分","★5: 車を購入したら年２回の
タイヤ交換（ホイール付）を
無料でやって頂けるので
年寄りにはありがたい。
★5: 販売員の人の対応がとても良い
★5: 対応が親切",ChIJKYKXu24nC18RZfHkPVCz2qM
フレックス ハイエース・ランクル札幌西店/ハイエース・ランドクルーザー専門店,日本、〒006-0012 北海道札幌市手稲区富丘２条４丁目２−１,011-213-7955,https://www.flexnet.co.jp/hiace/h-shop/h-sapporonishi?utm_source=gmb&utm_medium=display&utm_campaign=websiteurl,4.9,831,car_dealer,43.1067661,141.2512954,"月曜日: 10時00分～18時30分
火曜日: 10時00分～18時30分
水曜日: 定休日
木曜日: 10時00分～18時30分
金曜日: 10時00分～18時30分
土曜日: 10時00分～18時30分
日曜日: 10時00分～18時30分","★5: 担当さんによって違うと思いますが、自分の担当していただいた岩本さんは、購入者の目線に立ち一緒に悩み一緒に車の下に潜り状態の確認までしてくれました。
こういった客の目線に立ってくれる店員さんがいるフレッ
★5: 急に来店したのに、親切丁寧に対応してくださりありがとうございました。
お店の車も全部ピカピカに磨かれていて
どれもかっこよくて見ていて楽しかったです。
どの車も大切に扱っていることが伝わったので購入を
★5: 黒澤さんの接客がとても素敵でした。
終始親身になってくださり最後まで不安なく購入することができました。
今後ともよろしくお願いいたします！",ChIJc7pB0MMnC18Rs9KAeLOWKYY
Ｒｅｕｓｅ４,日本、〒006-0829 北海道札幌市手稲区手稲前田５３８−３４,011-600-6777,https://reuse4.shopinfo.jp/,4.5,25,car_dealer,43.1349028,141.2799852,"月曜日: 10時30分～17時30分
火曜日: 10時30分～17時30分
水曜日: 10時30分～17時30分
木曜日: 10時30分～17時30分
金曜日: 10時30分～17時30分
土曜日: 10時30分～17時30分
日曜日: 定休日","★5: ヘッドライトの黄ばみ取りをお願いしました。
黄ばみの原因から正しい研磨方法、注意点まで親切丁寧に教えていただきとても勉強になりました。
「簡易磨き」と「本格磨き」の2つあり、今回は簡易施工でお願いしま
★5: 先日新車を購入するため、所有している車の引き取っていただきました。

他のディーラー数社よりもとても良い買取金額を提示してくださり、下回りなどの錆防止のために必要な洗車方法についてなど役立つ情報も提供
★5: ☆先日、車両購入をしました　とても良い対応でした　ありがとうございます
///以下長文レビュー///
中古車の購入を考え、ネットで探していた所
こちらのお店を見つけてメールで相談をさせていただきました",ChIJpSy5isMnC18Rc1XvQD51xz4
カーセンター北海道,日本、〒006-0829 北海道札幌市手稲区手稲前田６１４−１８,011-699-5269,https://carcenterhokkaido.com/,3,17,car_dealer,43.15447099999999,141.2516562,"月曜日: 10時00分～18時00分
火曜日: 10時00分～18時00分
水曜日: 10時00分～18時00分
木曜日: 10時00分～18時00分
金曜日: 10時00分～18時00分
土曜日: 10時00分～18時00分
日曜日: 10時00分～18時00分","★1: 毎度口コミが削除されるので、6回目の投稿です。
毎度なので、この後そのうち同じこと（度々の投稿）を書き込みされる方が何人か現れると思います。

安い中古車を探して購入。
県外在住ですが、北海道なので錆
★5: 車検、修理、凹み、板金塗装、カスタム等をしていただいてます。お店の都合にもよりますが代車とかも貸してくれます。

写真は左側前から後ろに凹み傷を綺麗に治してくれました。修理代も勉強してくれて助かりまし
★3: カーセンサー経由でこちらで中古車を購入しました。他のクチコミがなんだか荒れているようなので率直な内容を書きたいと思います。スタッフさんの説明やメールでのやりとりなどありましたが大げさな内容だったり虚偽",ChIJbaF3xLMnC18RdZqYGTMt5kE
カーファクトリーエムズ,日本、〒006-0806 北海道札幌市手稲区新発寒６条８丁目３−７,0078-60400-575033,https://www.goo-net.com/usedcar_shop/0310218/detail.html,3.7,3,car_dealer,43.12133039999999,141.2694748,"月曜日: 10時00分～18時00分
火曜日: 10時00分～18時00分
水曜日: 10時00分～18時00分
木曜日: 10時00分～18時00分
金曜日: 10時00分～18時00分
土曜日: 10時00分～18時00分
日曜日: 10時00分～18時00分","★5: 寄り添って色々と詳しく説明してくれて安心できます！
ここで車を買いたいと思わせてくれる所だと思います！
★1: 電話をして、色々聞かれて、(この時点で無愛想でイヤーな感じ)それに答えてたら うちの自社ローンは債務整理などをした方を対象としていますから今回のは無理ですって言われまして ダメなのは最初から分かりきっ
★5: 親切、丁寧におおたいしてくます",ChIJo-US2YQnC18R0Q_oSO7o9FY
ＧＡＲＡＧＥ ＷＨＥＥＬＳ／ガレージウィールズ,日本、〒006-0033 北海道札幌市手稲区稲穂３条２丁目１−５,0078-60030-87553,https://www.carsensor.net/shop/hokkaido/325723001/?vos=alcsrglgmzz10000141,5,4,car_dealer,43.1214289,141.2318818,"月曜日: 定休日
火曜日: 定休日
水曜日: 10時00分～17時00分
木曜日: 10時00分～17時00分
金曜日: 10時00分～17時00分
土曜日: 10時00分～17時00分
日曜日: 10時00分～17時00分","★5: 中古車買取しているところを探している時に、札幌市にあるGARAGE WHEELSを見つけました。
対応も丁寧で、無事に車を買取に出すことができました。
ありがとうございました。
カスタム、板金塗装、車
★5: 転職し札幌で中古車購入を検討してた所GARAGE WHEELSさんをネットで見つけすぐ連絡しました！ 色々と親身に話も聞いてくれて今乗ってる車も買取してくれるとの事で凄く助かりました！
自動車の知識が
★5: GARAGE WHEELSさんの口コミを見たところ、中古車買取もしているようでしたので、今乗ってる自分の車の査定もしてもらう予定です！
車検整備や板金・塗装も行っていると伺ったので、今後も長いお付き合",ChIJ3x8uqe8vC18RURzWj9XUUoY
Honda Cars 北海道 手稲宮の沢店,日本、〒006-0002 北海道札幌市手稲区西宮の沢２条４丁目５−７,011-685-8811,https://www.hondacars-hokkaido.co.jp/home/200_sr26.html,4.2,86,car_dealer,43.1048183,141.258759,"月曜日: 9時30分～18時00分
火曜日: 9時30分～18時00分
水曜日: 9時30分～18時00分
木曜日: 9時30分～18時00分
金曜日: 9時30分～18時00分
土曜日: 9時30分～18時00分
日曜日: 9時30分～18時00分","★1: 天下のHONDAなのにHONDA車を修理できない最低な店。
2ヶ月以上入庫後　ようやく治ったとの連絡が来たが乗って帰ったらぜんぜん治ってない。
車が無くて困ってる私を知ってるにも関わらず入庫間「代車用
★5: ホンダ車は初めて！
なのでお店自体初めて！

担当してくださった方が
とても良くしてくれた

やっと納車となり
新車にワクワクしながら過ごしています
★3: 受付女性の対応はとても気持ちがよいです。
営業担当とメカニックとの連携はとてもいいですが、メカニック側の立場で話をしてくるので　？？？　という感じでした。
こちら側が、何を言っているのかちゃんと理解し",ChIJ5TJUq8QnC18RTl_pI1CJ4MQ
車好人舎,日本、〒006-0835 北海道札幌市手稲区曙５条４丁目２−１,0078-60474-409033,https://www.goo-net.com/usedcar_shop/0303110/detail.html,5,5,car_dealer,43.1367312,141.228298,"月曜日: 9時30分～18時00分
火曜日: 9時30分～18時00分
水曜日: 9時30分～18時00分
木曜日: 9時30分～18時00分
金曜日: 9時30分～18時00分
土曜日: 9時30分～18時00分
日曜日: 定休日","★5: 先月、こちらでスペーシアカスタムを購入しました。
gooで拝見し遠方なので最初は不安もありましたが細かい点から全てにおいてきめ細やかな対応して頂き納車まで何の不安も無く購入する事ができました。
担当の
★5: インプレッサをこちらで納車していただきました。
丁寧な対応と納車前の整備が文句の付け所が無く、書類等の対応も丁寧で非常に満足しております。
納車ありがとうございました、☆５評価とさせていただきます。
★5: ",ChIJLZbfJUUnC18RcjAECUL5GfI
Honda Cars 北海道 U-Select西宮の沢,日本、〒006-0002 北海道札幌市手稲区西宮の沢２条１丁目１−１,011-664-9301,https://www.hondacars-hokkaido.co.jp/home/200_sr73.html,4.2,48,car_dealer,43.0999649,141.2666859,"月曜日: 9時30分～18時00分
火曜日: 9時30分～18時00分
水曜日: 9時30分～18時00分
木曜日: 9時30分～18時00分
金曜日: 9時30分～18時00分
土曜日: 9時30分～18時00分
日曜日: 9時30分～18時00分","★5: こちらで3年前にフィットehev luxeを購入。営業、整備、受付皆さんとても親切です。明るい店内にリニューアルしたお手洗いもあるのでとても清潔感があります
★4: Nwgnを買いました。カスタムターボです。
カカクコムドットcomのデータで営業さんと
いっしょに見てみて　あっちこつちTELして　たどり着きました。前のフィットから12年の付き合いです。二人目のセー
★5: キッズスペースとオムツ交換できる男性トイレが子供連れとしては有り難いポイント
明るい店内は作業待ちも疲れにくいと感じます。いい車に巡り会えるかは時の運",ChIJj2co0dgnC18Rkv8LuXLnPWY
ＤＲＥＡＭ ＡＵＴＯ／ドリームオート,日本、〒006-0829 北海道札幌市手稲区手稲前田５９０−３１,0078-60033-54011,https://www.carsensor.net/shop/hokkaido/326000001/?vos=alcsrglgmzz10000141,5,4,car_dealer,43.1498149,141.2602775,"月曜日: 9時00分～19時00分
火曜日: 9時00分～19時00分
水曜日: 9時00分～19時00分
木曜日: 9時00分～19時00分
金曜日: 9時00分～19時00分
土曜日: 9時00分～19時00分
日曜日: 定休日","★5: 今日Ｎboxプラスを買いました。
安くてオーナーも見た目でいい人感出してます。
イケメンなので女の人は是非車だけじゃなくオーナーの顔も見学したほういいですよ。
★5: 急用にも関わらず迅速的な対応ありがとうございます。
話しやすい雰囲気でついつい話しすぎてしまいました。安心して頼れる場所だなと思いました。
★5: ",ChIJQwdv4uYnC18Rsh-nkidZIJU
北海道マツダ販売㈱ 手稲店,日本、〒006-0012 北海道札幌市手稲区富丘２条３丁目１−１,011-683-0240,https://www.hokkaido-mazda.co.jp/shop/teine.html,4,43,car_dealer,43.10365210000001,141.2523467,"月曜日: 9時30分～17時40分
火曜日: 定休日
水曜日: 9時30分～17時40分
木曜日: 9時30分～17時40分
金曜日: 9時30分～17時40分
土曜日: 9時30分～17時40分
日曜日: 9時30分～17時40分","★1: 対応悪すぎて星1もつけたくない
電話越しでため息をつかれめんどくさそうな対応をされました
絶対ここでは購入，点検などはしません。
★1: 点検でディーラーに行きましたが、店頭の客は誰もタバコを吸っていないのに、待たされている２時間の間に３回もショールームがタバコ臭くなり、社員が吸っているのが明らかでした。私自身妊婦だったので、嗅ぎたくな
★1: 営業の態度が最悪で知識もなく話にならない。
窓の外を眺めながら説明したり、指でペンをくるくる回したり、質問しても答えられず、悪びれもせず調べてばかりだ。
他社のこともわからないが、自社の売れ筋の車の事",ChIJz4nLv8InC18Rguv3Odn7GJE
BRIDGE 西宮の沢店 / 東部ダイハツ㈱,日本、〒006-0004 北海道札幌市手稲区西宮の沢４条３丁目１−２９,011-686-9000,https://toubu-daihatsu.com/bridge/,3.9,25,car_dealer,43.10014229999999,141.259721,"月曜日: 9時30分～18時30分
火曜日: 9時30分～18時30分
水曜日: 9時30分～18時30分
木曜日: 9時30分～18時30分
金曜日: 9時30分～18時30分
土曜日: 9時30分～18時30分
日曜日: 9時30分～18時30分","★5: 一年半前にEXKeePerプレミアムを旭川の他店で実施し、今回１回目のメンテナンスということでこの店を訪れた。
受付スタッフの親身の対応や施工スタッフの技術に大満足。
我が愛車は納車した当時の輝きを取
★2: 以前からずっと欲しかった外車を購入させて頂きました。
新車販売も終了し全国的に現車が少ない中、状態が良さそうという事と担当者さんの対応や雰囲気も良く購入する事に。
納車まで非常にスムーズでした！
ただ
★5: 車購入時に諸費用で『これはお願いする、これは自分でやる』と細かい注文をしましたが対応してくれました。
格安車は諸費用で稼ぎ、総額は高くするというのが業界のスタンダードになっていますが、ジョイカルはその",ChIJFUAjeN4nC18RPB3qlf6SNSk
パイオニアカーズ株式会社,日本、〒006-0829 北海道札幌市手稲区手稲前田５７１−５,011-699-6360,https://www.carsensor.net/shop/hokkaido/313492001/?vos=alcsrglgmzz10000141,4.6,14,car_dealer,43.1379934,141.2709217,"月曜日: 11時00分～17時00分
火曜日: 11時00分～17時00分
水曜日: 定休日
木曜日: 11時00分～17時00分
金曜日: 11時00分～17時00分
土曜日: 11時00分～17時00分
日曜日: 定休日","★5: 先日車を購入させていただきました。
非常に親切な対応で連絡もマメで安心して納車を待てました。
納車後ディーラー対応によるトラブルがありましたが、その際もパイオニアさんには非は無かったものの誠意ある対応
★3: ホンダの元整備士が趣味も兼ねて迷車、古い外国の高級車やホンダのスポーツカー、ホンダの珍車、ホンダのお買い物グルマ等の中古車の整備や販売を行っています。並行輸入でホンダのフルサイズSUVを引っ張って来て
★5: この度は、大変お世話になりました。
遠方での問い合わせにも、全く不安を感じることなくお取引出来ました。
次の車両購入時も相談したいと思いますので、宜しくお願い致します。",ChIJg3nmM14mC18RC87kIu-oey8
ベアーズオート手稲,日本、〒006-0853 北海道札幌市手稲区星置３条４丁目３−１１,011-699-1788,https://www.goo-net.com/usedcar_shop/0303319/detail.html,3.3,3,car_dealer,43.138859,141.2075699,"月曜日: 10時00分～20時00分
火曜日: 定休日
水曜日: 10時00分～20時00分
木曜日: 10時00分～20時00分
金曜日: 10時00分～20時00分
土曜日: 10時00分～20時00分
日曜日: 10時00分～20時00分","★5: 親切な対応で予算内で安心して車を買うことが出来ました。
知人に車欲しい方居ればこちらのお店を紹介します。
★1: 計自動車投げ売りショップ
★4: ",ChIJQ4Ndu10nC18Ref4341zQdyE
